"SMILES","Melting Point {measured}","UNIT {Melting Point}","Melting Point {measured, converted}","UNIT {Melting Point}"
"NCCS","96.0 - 98.0","?C","97.0","Celsius"
"OCC(Br)(Br)Br","79.0 - 81.0","?C","80.0","Celsius"
"CC1(C)NC(=O)NC1=O","176.0 - 178.0","?C","177.0","Celsius"
"ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=CC=C1","92.0 - 94.0","?C","93.0","Celsius"
"O=C1CCC2=CC=CC=C12","40.0 - 42.0","?C","41.0","Celsius"
"O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1","73.0 - 75.0","?C","74.0","Celsius"
"OC(=O)C1=CC=CC=C1C(=O)C1=CC=CC=C1","127.0 - 129.0","?C","128.0","Celsius"
"CC1=CC=C(O)C(=C1)C(O)=O","151.0 - 153.0","?C","152.0","Celsius"
"CC(=O)C1=CC=C(O)C=C1O","144.0 - 146.0","?C","145.0","Celsius"
"CC1=CC=CC=C1CBr","19.0 - 21.0","?C","20.0","Celsius"
"OC1=CC2=CC=CC=C2C=C1O","162.0 - 164.0","?C","163.0","Celsius"
"O1C(=CN=C1C1=CC=CC=C1)C1=CC=CC=C1","72.0 - 74.0","?C","73.0","Celsius"
"CC1=NC2=CC(C)=CC=C2S1","38.0 - 40.0","?C","39.0","Celsius"
"CC1=CC=CC=C1NC(=N)NC1=CC=CC=C1C","177.0 - 179.0","?C","178.0","Celsius"
"NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O","189.0 - 191.0","?C","190.0","Celsius"
"[O-][N+](=O)C1=CC=C(C=C)C=C1","27.0 - 29.0","?C","28.0","Celsius"
"CCOC1=CC=C(C=C1)[N+]([O-])=O","58.0 - 60.0","?C","59.0","Celsius"
"N#CC1=CC=CC=N1","27.0 - 29.0","?C","28.0","Celsius"
"CC(OC1=CC=CC(Cl)=C1)C(O)=O","113.0 - 115.0","?C","114.0","Celsius"
"OCC(O)COC1=CC=C(Cl)C=C1","78.0 - 80.0","?C","79.0","Celsius"
"OC(=O)CCCl","39.0 - 41.0","?C","40.0","Celsius"
"OC(=O)CCSCCC(O)=O","129.0 - 131.0","?C","130.0","Celsius"
"CCCCCCCCCCCCCCCCCC(=O)OCC","33.0 - 35.0","?C","34.0","Celsius"
"NC1=CC=CC2=C1C=C(O)C=C2","206.0 - 208.0","?C","207.0","Celsius"
"CC1=NC2=C(S1)C=CC=C2","12.0 - 14.0","?C","13.0","Celsius"
"ClC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1","209.0 - 211.0","?C","210.0","Celsius"
"OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1","144.0 - 146.0","?C","145.0","Celsius"
"OC1=CC(OC(=O)C2=CC=CC=C2)=CC=C1","132.0 - 134.0","?C","133.0","Celsius"
"C(CNCC1=CC=CC=C1)NCC1=CC=CC=C1","24.0 - 26.0","?C","25.0","Celsius"
"C1C2=CC=CC3=C2C2=C(C=CC=C12)C=C3","114.0 - 116.0","?C","115.0","Celsius"
"C1=CC=C2C(C=CC3=C2N=CC=C3)=C1","50.0 - 52.0","?C","51.0","Celsius"
"CC(=O)NC1=CC=C(F)C=C1","152.0 - 154.0","?C","153.0","Celsius"
"OC1=C(F)C=C(C=C1)[N+]([O-])=O","119.0 - 121.0","?C","120.0","Celsius"
"OC(=O)C1=CC=CC=C1C(F)(F)F","109.0 - 111.0","?C","110.0","Celsius"
"CC1=CC=C(N)C=C1F","31.0 - 33.0","?C","32.0","Celsius"
"CC(C)C1=CC2=C(C=C1)C1=C(C=C2)C(C)=CC=C1","99.0 - 101.0","?C","100.0","Celsius"
"CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC","87.0 - 89.0","?C","88.0","Celsius"
"CC(=O)C1=CC=C(O)C(O)=C1O","171.0 - 173.0","?C","172.0","Celsius"
"CC(=O)NC1=CC=CC=C1Cl","87.0 - 89.0","?C","88.0","Celsius"
"O=C1NC(=O)C=C1","92.0 - 94.0","?C","93.0","Celsius"
"CC(=O)NC1=CC=CC=C1[N+]([O-])=O","92.0 - 94.0","?C","93.0","Celsius"
"COC1=CC=CC=C1OC(=O)OC1=CC=CC=C1OC","87.0 - 89.0","?C","88.0","Celsius"
"CC1=CC=CC2=C1C=CC=C2C","80.0 - 82.0","?C","81.0","Celsius"
"OC(=O)COC1=CC(Cl)=CC=C1","108.0 - 110.0","?C","109.0","Celsius"
"CCCCNC(N)=O","95.0 - 97.0","?C","96.0","Celsius"
"C=CCSCC=C","-85.0 - -83.0","?C","-84.0","Celsius"
"CC1=C(N)C=CC=C1[N+]([O-])=O","90.0 - 92.0","?C","91.0","Celsius"
"CN(C)C1=CC=CC2=C1C=CC=C2S(Cl)(=O)=O","70.0 - 72.0","?C","71.0","Celsius"
"[O-][N+](=O)C1=CC=CC2=C1N=CC=C2","88.0 - 90.0","?C","89.0","Celsius"
"OC(=O)C1=C(Br)C=CC(Br)=C1","155.0 - 157.0","?C","156.0","Celsius"
"NC1=C2C=CC=NC2=CC=C1","108.0 - 110.0","?C","109.0","Celsius"
"ClC1=NC2=CC=CC=C2C=C1","36.0 - 38.0","?C","37.0","Celsius"
"CC1=CC=CC(=C1)C1=CC(C)=CC=C1","7.0 - 9.0","?C","8.0","Celsius"
"NC1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","161.0 - 163.0","?C","162.0","Celsius"
"OC(=O)C1=CC=C(C=O)C=C1","245.0 - 247.0","?C","246.0","Celsius"
"OC(=O)CC1=CC(O)=CC=C1","130.0 - 132.0","?C","131.0","Celsius"
"NNC=O","55.0 - 57.0","?C","56.0","Celsius"
"CC(C)(C)C#N","15.0 - 17.0","?C","16.0","Celsius"
"CC(C)CCC(O)=O","-35.0 - -33.0","?C","-34.0","Celsius"
"CC1=CC=C(C(O)=C1)[N+]([O-])=O","53.0 - 55.0","?C","54.0","Celsius"
"CC(C)(C(O)=O)C1=CC=CC=C1","79.0 - 81.0","?C","80.0","Celsius"
"CC1=CC=C2C=CC=C(C2=N1)[N+]([O-])=O","138.0 - 140.0","?C","139.0","Celsius"
"S(SC1=CC=CC=C1)C1=CC=CC=C1","60.0 - 62.0","?C","61.0","Celsius"
"OC1=C(Cl)C=CC(Cl)=C1Cl","56.0 - 58.0","?C","57.0","Celsius"
"CC1=CC(=O)C=C(C)O1","132.0 - 134.0","?C","133.0","Celsius"
"CNC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1","94.0 - 96.0","?C","95.0","Celsius"
"C=CN1C2=C(C=CC=C2)C2=C1C=CC=C2","63.0 - 65.0","?C","64.0","Celsius"
"CCCCCCCCCCCC[N+](C)(C)[O-]","130.5 - 132.5","?C","132.0","Celsius"
"CCCCCCCCCC(C)O","0.0 - 2.0","?C","1.0","Celsius"
"CCCCCCCCCCCC(C)O","23.0 - 25.0","?C","24.0","Celsius"
"COC1=CC=CC(CC(O)=O)=C1","70.0 - 72.0","?C","71.0","Celsius"
"OCC1=CC(Cl)=C(Cl)C=C1","36.0 - 38.0","?C","37.0","Celsius"
"CC1=CC=CC(N)=N1","41.0 - 43.0","?C","42.0","Celsius"
"CCCC#CCCC","-103.0 - -101.0","?C","-102.0","Celsius"
"COC1=CC=C(O)C=C1OC","81.0 - 83.0","?C","82.0","Celsius"
"ClC1=CC(=CC=C1)C1=CC=CC=C1","16.0 - 18.0","?C","17.0","Celsius"
"CC(=O)NC1=C(C)C=CC=C1C","181.0 - 183.0","?C","182.0","Celsius"
"ClC1=CC=CC(Cl)=N1","86.0 - 88.0","?C","87.0","Celsius"
"CCCCCCCCOC1=CC=C(C=C1)C(O)=O","101.0 - 103.0","?C","102.0","Celsius"
"OC1=CC=C(SC2=CC=C(O)C=C2)C=C1","153.0 - 155.0","?C","154.0","Celsius"
"CCCCCCCCCCCCCCCCCCS","30.0 - 32.0","?C","31.0","Celsius"
"CCCCCCCCCCCCCCCCS","19.0 - 21.0","?C","20.0","Celsius"
"OC(=O)C1=C(O)C(Br)=CC(Br)=C1","226.0 - 228.0","?C","227.0","Celsius"
"OC(=O)C1=CC(Cl)=C(O)C=C1","169.0 - 171.0","?C","170.0","Celsius"
"CC1=C(Br)C=C(Br)C(O)=C1Br","82.0 - 84.0","?C","83.0","Celsius"
"NNC(=O)C1=CC=C(N)C=C1","226.0 - 228.0","?C","227.0","Celsius"
"NNC(=O)C1=CC=C(Br)C=C1","166.0 - 168.0","?C","167.0","Celsius"
"O=C(C1=CC=CC=C1)C1=CC=NC=C1","70.0 - 72.0","?C","71.0","Celsius"
"O=C=NC1=CC(=CC=C1)N=C=O","48.0 - 50.0","?C","49.0","Celsius"
"ClN1C(=O)CCC1=O","148.0 - 150.0","?C","149.0","Celsius"
"CC(=O)NC1=CC=C(C=C1)C#N","205.0 - 207.0","?C","206.0","Celsius"
"ClC1=C(Cl)C(Br)=CC=C1","58.0 - 60.0","?C","59.0","Celsius"
"BrCC(Br)(CCC#N)C#N","50.0 - 52.0","?C","51.0","Celsius"
"SC1=CC=C(Br)C=C1","73.0 - 75.0","?C","74.0","Celsius"
"CCC(=O)C1=CC=C(Br)C=C1","46.0 - 48.0","?C","47.0","Celsius"
"BrC1=CC=C(Br)C2=CC=CC=C12","81.0 - 83.0","?C","82.0","Celsius"
"ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1Cl","65.0 - 67.0","?C","66.0","Celsius"
"O=C(OC1=CC(OC(=O)C2=CC=CC=C2)=CC=C1)C1=CC=CC=C1","116.0 - 118.0","?C","117.0","Celsius"
"OC1=CC(O)=C(Cl)C=C1Cl","113.0 - 115.0","?C","114.0","Celsius"
"OC(=O)C1=C(F)C=CC=C1Cl","158.0 - 160.0","?C","159.0","Celsius"
"NC(=O)C1=CC=CC=C1F","116.0 - 118.0","?C","117.0","Celsius"
"CC1=CC(N)=NC(C)=N1","183.0 - 185.0","?C","184.0","Celsius"
"ClC(=O)C1=CC=C(Br)C=C1","40.0 - 42.0","?C","41.0","Celsius"
"CC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(C)C=C1","157.0 - 159.0","?C","158.0","Celsius"
"OC(=O)C1=C(C(O)=O)C(=CC=C1)[N+]([O-])=O","210.0 - 212.0","?C","211.0","Celsius"
"[O-][N+](=O)C1=CC=CC2=C1C=CN=C2","108.0 - 110.0","?C","109.0","Celsius"
"CCOC(=O)C1=CC=CC=C1[N+]([O-])=O","28.0 - 30.0","?C","29.0","Celsius"
"OC1=CC=NC2=CC=CC=C12","201.0 - 203.0","?C","202.0","Celsius"
"OCC1=CC=CC=C1CO","62.0 - 64.0","?C","63.0","Celsius"
"COC(=O)CC(=C)C(=O)OC","36.0 - 38.0","?C","37.0","Celsius"
"CCOC(=O)C1=CC(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O","92.0 - 94.0","?C","93.0","Celsius"
"BrCC1=CC(CBr)=CC=C1","75.0 - 77.0","?C","76.0","Celsius"
"CCCCCCCCCCCCCCCCCC(C)=O","55.0 - 57.0","?C","56.0","Celsius"
"OC(=O)COC1=CC=CC=C1C(O)=O","189.0 - 191.0","?C","190.0","Celsius"
"CCCCCCCCCCCCCC(N)=O","104.0 - 106.0","?C","105.0","Celsius"
"CC(=O)C1=CC=C2C=CC=CC2=C1O","99.0 - 101.0","?C","100.0","Celsius"
"OCC1=CC=C(Br)C=C1","76.0 - 78.0","?C","77.0","Celsius"
"CC1=NNC(=O)NC1=O","211.0 - 213.0","?C","212.0","Celsius"
"ClC1=CC2=C(C=C1Cl)C(=O)OC2=O","186.0 - 188.0","?C","187.0","Celsius"
"CC(C)(C)C1=CC=C(O)C(N)=C1","161.0 - 163.0","?C","162.0","Celsius"
"C1=CC=C(C=C1)C1=C2C=CC3=C(C=CN=C3C2=NC=C1)C1=CC=CC=C1","218.0 - 220.0","?C","219.0","Celsius"
"CCOC1=CC=C(C=C1)C(C)=O","37.0 - 39.0","?C","38.0","Celsius"
"CC(C)(C)C1=CC(C=O)=CC(=C1O)C(C)(C)C","186.0 - 188.0","?C","187.0","Celsius"
"OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F","160.0 - 162.0","?C","161.0","Celsius"
"[O-][N+](=O)C1=CC=CC=C1F","-8.0 - -6.0","?C","-7.0","Celsius"
"C(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1","119.0 - 121.0","?C","120.0","Celsius"
"OC1=CC=CC2=C1C=CN2","98.0 - 100.0","?C","99.0","Celsius"
"NC1=C(Cl)C=CC(=C1)C(O)=O","214.0 - 216.0","?C","215.0","Celsius"
"CC1=C(OC(=N1)C1=CC=C(C=C1)C1=NC(C)=C(O1)C1=CC=CC=C1)C1=CC=CC=C1","232.0 - 234.0","?C","233.0","Celsius"
"BrC1=CC(Br)=C(Br)S1","27.0 - 29.0","?C","28.0","Celsius"
"C(N1C=CN=C1)C1=CC=CC=C1","69.0 - 71.0","?C","70.0","Celsius"
"COC1=CC=CC(=C1C)[N+]([O-])=O","53.0 - 55.0","?C","54.0","Celsius"
"COC(=O)C1=CC(Cl)=CC=C1N","67.0 - 69.0","?C","68.0","Celsius"
"COC1=CC=CC(=C1)C(=O)NN","92.0 - 94.0","?C","93.0","Celsius"
"NC1=CC=CC(CO)=C1","93.0 - 95.0","?C","94.0","Celsius"
"ClC1=CC(=CC(Cl)=C1)C#N","64.0 - 66.0","?C","65.0","Celsius"
"ClS(=O)(=O)C1=CC=CS1","28.0 - 30.0","?C","29.0","Celsius"
"OC1C(O)C2CCC1C2","139.0 - 141.0","?C","140.0","Celsius"
"OC1(CCCC1)C#C","25.0 - 27.0","?C","26.0","Celsius"
"OCC1C2=CC=CC=C2C2=CC=CC=C12","104.0 - 106.0","?C","105.0","Celsius"
"FC(F)(F)C1=CN=C(Cl)C=C1","31.0 - 33.0","?C","32.0","Celsius"
"CCOC(=O)C(=CC1=CC=CC=C1)C(=O)OCC","30.0 - 32.0","?C","31.0","Celsius"
"CC1=NN=C(C)S1","63.0 - 65.0","?C","64.0","Celsius"
"CC(C)C(O)C(C)(C)C","-13.0 - -11.0","?C","-12.0","Celsius"
"CCN1CCNC(=O)C1=O","108.0 - 110.0","?C","109.0","Celsius"
"OC1=C(C=C(F)C=C1)[N+]([O-])=O","73.0 - 75.0","?C","74.0","Celsius"
"O=C(CCC(=O)C1=CC=CC=C1)C1=CC=CC=C1","144.0 - 146.0","?C","145.0","Celsius"
"OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12","230.0 - 232.0","?C","231.0","Celsius"
"[O-][N+](=O)C1=CC2=C(COC2=O)C=C1","143.0 - 145.0","?C","144.0","Celsius"
"IC1=CC=CC(C=O)=C1","56.0 - 58.0","?C","57.0","Celsius"
"CC(C)(C)C1=CC=C2OC(=NC2=C1)C1=CC=C(S1)C1=NC2=CC(=CC=C2O1)C(C)(C)C","199.0 - 201.0","?C","200.0","Celsius"
"CCOC(=O)C1=CSC(C)=N1","55.0 - 57.0","?C","56.0","Celsius"
"O=C1CC2=CC=CC=C2N1","126.0 - 128.0","?C","127.0","Celsius"
"CCCC#CC(O)=O","25.0 - 27.0","?C","26.0","Celsius"
"OC(=O)C1=C(F)C(F)=CC=C1","162.0 - 164.0","?C","163.0","Celsius"
"CC1(C)[C@H]2CC[C@]1(C)C(=O)C2","178.0 - 180.0","?C","179.0","Celsius"
"O[C@H]([C@@H](O)C(O)=O)C(O)=O","169.0 - 171.0","?C","170.0","Celsius"
"OC(=O)C1=C(F)C=C(F)C=C1F","141.0 - 143.0","?C","142.0","Celsius"
"NNC(=O)C1=CC(Br)=CC=C1","156.0 - 158.0","?C","157.0","Celsius"
"OC(=O)C1=CC(F)=C(F)C=C1F","98.0 - 100.0","?C","99.0","Celsius"
"FC1=C(F)C(C#N)=C(F)C(C#N)=C1F","77.0 - 79.0","?C","78.0","Celsius"
"COC1=CC(\C=C\CO)=CC=C1O","74.0 - 76.0","?C","75.0","Celsius"
"CCCCNC(=S)NCCCC","64.0 - 66.0","?C","65.0","Celsius"
"CCCOC1CCC2C3C(CCC12C)C1(C)CCC(CC1CC3=O)OCCC","161.0 - 163.0","?C","162.0","Celsius"
"OC[C@@H](O)[C@@H](O)[C@@H](O)C=O","82.0 - 84.0","?C","83.0","Celsius"
"ON=CC1=CC=C(C=C1)[N+]([O-])=O","128.0 - 130.0","?C","129.0","Celsius"
"O\N=C\C(=O)C1=CC=CC=C1","127.0 - 129.0","?C","128.0","Celsius"
"CC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1","156.0 - 158.0","?C","157.0","Celsius"
"OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1","132.0 - 134.0","?C","133.0","Celsius"
"OCCCCCO","-18.0 - -16.0","?C","-17.0","Celsius"
"C1=CC=C(N=C1)C1=CC=CC=N1","70.0 - 72.0","?C","71.0","Celsius"
"CC(=O)C1C(=O)OC(C)=CC1=O","109.0 - 111.0","?C","110.0","Celsius"
"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O","55.0 - 57.0","?C","56.0","Celsius"
"C1=CC(=CC=N1)C1=CC=NC=C1","111.0 - 113.0","?C","112.0","Celsius"
"C1=CC=C2N=CC=NC2=C1","28.0 - 30.0","?C","29.0","Celsius"
"[O-][N+](=O)C1=CC(Br)=CC=C1","54.0 - 56.0","?C","55.0","Celsius"
"ClC1=CC(C=O)=C(Cl)C=C1","56.0 - 58.0","?C","57.0","Celsius"
"[O-][N+](=O)C1=CC=CC(=C1Cl)[N+]([O-])=O","86.0 - 88.0","?C","87.0","Celsius"
"ClC1CC2C(C1Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl","104.0 - 106.0","?C","105.0","Celsius"
"OC(=O)C1=C(O)C(O)=CC=C1","204.0 - 206.0","?C","205.0","Celsius"
"OC1=CC(Cl)=CC=C1Cl","57.0 - 59.0","?C","58.0","Celsius"
"OCC1=CC(O)=CC=C1","71.0 - 73.0","?C","72.0","Celsius"
"OC(=O)CCCCCC(O)=O","104.0 - 106.0","?C","105.0","Celsius"
"OC(=O)C1=CC(Cl)=CC=C1","156.0 - 158.0","?C","157.0","Celsius"
"OC(CC(O)=O)C(O)=O","130.0 - 132.0","?C","131.0","Celsius"
"OC1=CC=CC2=C1N=CC=C2","74.0 - 76.0","?C","75.0","Celsius"
"CC(=O)NC1=NN=C(S1)S(N)(=O)=O","258.5 - 260.5","?C","260.0","Celsius"
"CN1N(C(=O)C(N)=C1C)C1=CC=CC=C1","107.0 - 109.0","?C","108.0","Celsius"
"OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2","179.0 - 181.0","?C","180.0","Celsius"
"CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C","216.0 - 218.0","?C","217.0","Celsius"
"OCC1=CC=CC=C1O","85.0 - 87.0","?C","86.0","Celsius"
"OC(=O)C1=CC(Cl)=CC(Cl)=C1","186.0 - 188.0","?C","187.0","Celsius"
"ClC(Cl)Br","-57.0 - -55.0","?C","-56.0","Celsius"
"CC(C)CBr","-119.0 - -117.0","?C","-118.0","Celsius"
"CC(C)CN","-87.0 - -85.0","?C","-86.0","Celsius"
"ClCC(Cl)Cl","-37.0 - -35.0","?C","-36.0","Celsius"
"COC1=CC=CC=C1C1=CC=CC=C1","29.0 - 31.0","?C","30.0","Celsius"
"CC(=O)NC1=CC=CC=C1C(O)=O","184.0 - 186.0","?C","185.0","Celsius"
"OC1=C(C=C(Cl)C=C1)[N+]([O-])=O","87.0 - 89.0","?C","88.0","Celsius"
"O=C1C2=CC=CC=C2CC2=CC=CC=C12","155.0 - 157.0","?C","156.0","Celsius"
"CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1","120.0 - 122.0","?C","121.0","Celsius"
"COC1=CC=C2C=CC=CC2=C1","72.0 - 74.0","?C","73.0","Celsius"
"OC(=O)C1=NC2=CC=CC=C2C=C1","156.0 - 158.0","?C","157.0","Celsius"
"S1C=CC2=CC=CC=C12","30.0 - 32.0","?C","31.0","Celsius"
"CC1=C(N)C=C(N)C=C1","97.0 - 99.0","?C","98.0","Celsius"
"CC(C)(C)C1=CC=C(O)C(=C1)C(C)(C)C","54.5 - 56.5","?C","55.5","Celsius"
"NS(=O)(=O)C1=CC=CC=C1","151.0 - 153.0","?C","152.0","Celsius"
"NC1=CC=CC(=C1)C(O)=O","173.0 - 175.0","?C","174.0","Celsius"
"CC1=CC=C(C=C1N)[N+]([O-])=O","105.5 - 107.5","?C","106.0","Celsius"
"BrCC(=O)C1=CC=C(Br)C=C1","109.0 - 111.0","?C","110.0","Celsius"
"O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1","23.0 - 25.0","?C","24.0","Celsius"
"CCCCCCCCCCCCCCCCC=C","16.0 - 18.0","?C","17.0","Celsius"
"OC(=O)C1=CC=CC=C1C=O","97.0 - 99.0","?C","98.0","Celsius"
"[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O","73.0 - 75.0","?C","74.0","Celsius"
"OC1=CC=C(C=O)C=C1O","153.0 - 155.0","?C","154.0","Celsius"
"C1=CN=CC=N1","53.0 - 55.0","?C","54.0","Celsius"
"CN[C@@H](C)[C@H](O)C1=CC=CC=C1","34.0 - 36.0","?C","35.0","Celsius"
"O=C1CNC(=O)N1","220.0 - 222.0","?C","221.0","Celsius"
"CC1=CC(C)=C(C(O)=O)C(C)=C1","152.0 - 154.0","?C","153.0","Celsius"
"CC1=CC(S)=C(S)C=C1","29.0 - 31.0","?C","30.0","Celsius"
"S=C=NC1=C2C=CC=CC2=CC=C1","56.0 - 58.0","?C","57.0","Celsius"
"CC(=O)C1=CC=C(C=C1)C(O)=O","208.0 - 210.0","?C","209.0","Celsius"
"OC1=CC(Cl)=CC(Cl)=C1","66.0 - 68.0","?C","67.0","Celsius"
"CC1=C(O)C=CC=C1O","118.0 - 120.0","?C","119.0","Celsius"
"CC1=CC=C(C)C(=C1)C(O)=O","132.0 - 134.0","?C","133.0","Celsius"
"OCC1=CC=CC=C1[N+]([O-])=O","72.0 - 74.0","?C","73.0","Celsius"
"NC1=C(Br)C=C(Br)C=C1","78.0 - 80.0","?C","79.0","Celsius"
"[O-][N+](=O)C1=CC(CCl)=CC=C1","45.0 - 47.0","?C","46.0","Celsius"
"COC(=O)C1=CC=C(Br)C=C1","79.0 - 81.0","?C","80.0","Celsius"
"CC(=O)NC1=CC(O)=CC=C1","146.0 - 148.0","?C","147.0","Celsius"
"NC1=CC(Cl)=CC(Cl)=C1","51.0 - 53.0","?C","52.0","Celsius"
"CCCCCCCBr","-58.0 - -56.0","?C","-57.0","Celsius"
"CCCCCCCCI","-46.0 - -44.0","?C","-45.0","Celsius"
"CCCCCCCCCCCCCCCCCCCCC","39.0 - 41.0","?C","40.0","Celsius"
"ClC1=CC=C(C=O)C(Cl)=C1","71.0 - 73.0","?C","72.0","Celsius"
"C1CCC2=C(C1)NC1=CC=CC=C21","118.0 - 120.0","?C","119.0","Celsius"
"N#CC1=C2C=CC=CC2=CC2=CC=CC=C12","175.0 - 177.0","?C","176.0","Celsius"
"IC1=CC=C(C=C1)C1=CC=CC=C1","112.0 - 114.0","?C","113.0","Celsius"
"NC1=CC=C2C=CC3=CC=CC4=CC=C1C2=C34","116.0 - 118.0","?C","117.0","Celsius"
"OC1CCCCCCCCCCC1","76.0 - 78.0","?C","77.0","Celsius"
"CCCCCCCCCCC(C)=O","19.0 - 21.0","?C","20.0","Celsius"
"CC1=CC(N)=CC=C1Br","79.0 - 81.0","?C","80.0","Celsius"
"OC1=CC=C(CC#N)C=C1","69.0 - 71.0","?C","70.0","Celsius"
"ClC(Br)Br","-22.0 - -20.0","?C","-21.0","Celsius"
"CC1=CC=CC(Cl)=C1Cl","4.0 - 6.0","?C","5.0","Celsius"
"OCCCCCCCCCCO","72.0 - 74.0","?C","73.0","Celsius"
"O=C(OC1=CC=C2C=CC=CC2=C1)C1=CC=CC=C1","105.0 - 107.0","?C","106.0","Celsius"
"CC(C)(C)C1=CC=C(N)C=C1","15.0 - 17.0","?C","16.0","Celsius"
"CC1=CN=CN=C1","30.0 - 32.0","?C","31.0","Celsius"
"ClCC(CCl)(CCl)CCl","95.0 - 97.0","?C","96.0","Celsius"
"CC1=CC=C(C=C1Br)[N+]([O-])=O","76.0 - 78.0","?C","77.0","Celsius"
"CC(Br)C(Br)C(O)=O","85.0 - 87.0","?C","86.0","Celsius"
"COC1=CC=CC=C1C1=CC=CC=C1OC","154.0 - 156.0","?C","155.0","Celsius"
"SC1=NC2=C(S1)C=CC=C2","179.0 - 181.0","?C","180.0","Celsius"
"CC(=O)NC1=CC=C(Cl)C=C1F","155.0 - 157.0","?C","156.0","Celsius"
"SC1=CC=CC=N1","127.0 - 129.0","?C","128.0","Celsius"
"NC1=CC=C(C=C1N)[N+]([O-])=O","199.0 - 201.0","?C","200.0","Celsius"
"CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1","214.5 - 216.5","?C","216.0","Celsius"
"CCOC(=O)CCCCC(=O)OCC","-20.0 - -18.0","?C","-19.0","Celsius"
"CC(=O)C1=CC=C(Cl)C=C1","18.0 - 20.0","?C","19.0","Celsius"
"O=C1C2=CC=CC=C2C(=O)C2=CC=CC=C12","284.0 - 286.0","?C","285.0","Celsius"
"NC1=CC(N)=CC=C1","63.0 - 65.0","?C","64.0","Celsius"
"ClCC1=CC=CC=C1","-45.0 - -43.0","?C","-44.0","Celsius"
"[O-][N+](=O)C1=CC=C(F)C=C1","21.0 - 23.0","?C","22.0","Celsius"
"ClC(Cl)(Cl)C#N","-44.0 - -42.0","?C","-43.0","Celsius"
"CC1=CC(C)=C(Br)C=C1C","71.0 - 73.0","?C","72.0","Celsius"
"N#CCC#N","32.0 - 34.0","?C","33.0","Celsius"
"COC1=CC=C(CO)C=C1","24.0 - 26.0","?C","25.0","Celsius"
"NC1=C(Br)C=C(Br)C=C1Br","120.0 - 122.0","?C","121.0","Celsius"
"FC(F)(F)C(=O)OC(=O)C(F)(F)F","-65.0 - -63.0","?C","-64.0","Celsius"
"N#CCCC#N","54.0 - 56.0","?C","55.0","Celsius"
"CCOC1=CC=C(OCC)C=C1","70.0 - 72.0","?C","71.0","Celsius"
"NC1=CC=CC(Cl)=C1Cl","22.0 - 24.0","?C","23.0","Celsius"
"BrC1=CC=CC=C1C=O","20.0 - 22.0","?C","21.0","Celsius"
"COC1=CC=C(C=C1OC)C(C)=O","49.0 - 51.0","?C","50.0","Celsius"
"CC(N)=O","79.0 - 81.0","?C","80.0","Celsius"
"CC1=CC=CC=C1","-95.0 - -93.0","?C","-94.0","Celsius"
"ClC1=CC=CC(Cl)=C1C#N","143.0 - 145.0","?C","144.0","Celsius"
"CC(C)O","-90.0 - -88.0","?C","-89.0","Celsius"
"NC1=CC=CC=C1O","174.0 - 176.0","?C","175.0","Celsius"
"ClCCl","-97.0 - -95.0","?C","-96.0","Celsius"
"CC1(C)C2CCC(C2)C1=C","50.0 - 52.0","?C","51.0","Celsius"
"NC1=CC=C(Cl)C=C1[N+]([O-])=O","116.0 - 118.0","?C","117.0","Celsius"
"CC1=CC=C(C=C1C)[N+]([O-])=O","29.0 - 31.0","?C","30.0","Celsius"
"[O-][N+](=O)C1=CC=C(CCl)C=C1","71.0 - 73.0","?C","72.0","Celsius"
